Player;Squad;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xA;Gls/90;G-PK/90;Ast/90;xG/90;xA/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xA;Press%;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90
Bryan;Tottenham;FW,MF;20;9;94;0;0;0;0.0;0.1;0.0;0.0;0.0;0.03;0.07;Premier League;1;0.96;0.96;76.6;83.3;73.7;80.0;-0.1;29.7;0.33;0.22;0.0;0.44;9.22;0.22;66.7;4.79;0.96;0;1.44;1.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;5.44;7.11;3.33;1.56;0.44;84.78;26.44;0.22;0.11;0.33;0.22;0.22;0.12;1.33;0.11;0.44;0.0;-1.1;-0.09
Emi Buendía;Aston Villa;FW,MF;25;19;1234;2;2;3;1.8;2.4;0.15;0.15;0.22;0.13;0.17;Premier League;25;1.82;0.58;77.4;83.1;85.1;53.4;0.6;25.6;1.11;0.74;0.47;2.21;37.89;1.05;66.7;3.28;0.51;31.8;1.21;17.7;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;0.19999999999999996;22.16;28.63;11.42;7.84;2.05;358.0;101.53;1.32;2.11;1.42;0.16;3.53;0.93;5.47;0.47;1.74;0.74;-15.899999999999999;-0.8
Dan Burn;Brighton;DF;29;13;1022;1;1;0;1.2;0.0;0.09;0.09;0.0;0.11;0.0;Premier League;7;0.62;0.26;81.6;83.6;88.2;69.0;0.0;32.6;1.15;2.23;2.54;4.38;59.54;0.08;50.0;0.53;0.00;67.2;1.31;15.8;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;-0.19999999999999996;39.23;48.08;9.77;21.31;7.69;855.92;227.62;0.08;3.23;0.15;0.0;2.77;1.22;7.62;1.38;0.23;3.15;-14.600000000000001;-1.1099999999999999
Jack Butland;Crystal Palace;GK;28;3;270;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;65.7;100.0;92.9;29.2;0.0;0;0.0;0.0;0.0;0.0;37.67;0.0;0;0.00;0.00;0;0.67;5.3;1;5.6;0.37;+0.6;6;2.00;53.8;0.0;4.33;2.17;0.0;0.0;23.0;35.0;9.67;8.67;4.67;522.0;288.33;0.0;0.33;0.0;0.0;0.0;1.77;3.33;0.0;0.33;0.0;-5.3;-1.77
Sam Byram;Norwich City;DF,MF;28;4;154;0;0;0;0.3;0.0;0.0;0.0;0.0;0.17;0.02;Premier League;1;0.58;0.00;67.9;72.7;72.4;53.8;0.0;31.6;0.75;1.0;1.75;2.75;27.0;0.0;0.0;1.75;0.00;58.8;1.50;3.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;13.25;19.5;6.0;5.25;1.75;236.0;89.75;0.25;1.0;0.0;0.0;2.0;0.88;4.0;1.75;0.0;2.5;-3.2;-0.71
Willy Caballero;Southampton;GK;40;2;180;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;66.1;100.0;100.0;51.2;0.0;0;0.0;0.0;0.0;0.0;34.0;0.0;0;0.00;0.00;0;0.50;2.8;0;4.3;0.40;-0.7;5;2.50;54.5;0.0;5.5;2.2;0.0;0.0;19.5;29.5;2.0;7.0;10.5;774.0;604.5;0.0;0.0;0.0;0.0;0.0;1.4;3.0;0.0;0.0;0.0;-2.8;-1.4
Dominic Calvert-Lewin;Everton;FW;24;6;518;3;1;0;5.3;0.3;0.52;0.17;0.0;0.93;0.05;Premier League;15;2.61;1.22;63.8;71.4;68.8;42.9;-0.3;22.4;0.33;0.83;0.83;1.5;27.33;0.17;25.0;2.26;0.35;38.9;1.17;5.1;0;0;0;0;0;0;0.0;0;0.0;0.0;7.0;-2.3;10.0;15.67;6.67;1.83;0.5;117.67;19.17;0.83;0.0;0.17;0.0;0.5;0.85;2.83;1.17;1.67;4.67;0.20000000000000018;0.08000000000000007
João Cancelo;Manchester City;DF;27;22;1967;1;1;5;2.2;3.1;0.05;0.05;0.23;0.1;0.14;Premier League;46;2.10;0.69;84.6;92.2;87.7;65.0;1.9;30.4;1.23;1.27;2.09;4.14;103.36;1.36;55.6;2.84;0.41;52.5;2.45;15.5;0;0;0;0;0;0;0.0;0;0.0;0.0;15.0;-1.2000000000000002;78.18;92.36;36.09;32.36;9.14;1422.95;443.05;1.09;8.55;2.59;0.32;7.86;0.7;9.64;1.18;0.82;1.45;-13.3;-0.6
Sergi Canós;Brentford;DF;24;22;1647;2;2;2;2.5;1.3;0.11;0.11;0.11;0.14;0.07;Premier League;26;1.42;0.44;59.4;78.7;67.0;32.6;0.7;25.4;0.77;1.27;1.18;3.45;37.36;0.91;51.3;1.48;0.27;22.6;0.91;24.6;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-0.5;16.32;27.45;8.05;6.0;2.0;293.64;128.55;0.55;1.55;0.91;0.32;2.86;1.12;6.45;1.05;0.64;0.32;-22.1;-0.9800000000000001
Todd Cantwell;Norwich City;FW,MF;23;8;441;0;0;0;0.2;0.2;0.0;0.0;0.0;0.03;0.04;Premier League;4;0.82;0.00;82.5;87.1;83.3;68.8;-0.2;23.6;1.38;0.25;0.5;2.38;26.88;0.62;45.5;1.02;0.00;44.4;0.38;11.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;15.88;19.25;7.62;6.25;1.38;259.75;57.12;0.25;1.12;0.25;0.0;1.25;1.44;4.0;0.75;1.5;0.5;-11.3;-1.41
Matty Cash;Aston Villa;DF;24;21;1873;1;1;0;1.2;1.2;0.05;0.05;0.0;0.06;0.06;Premier League;18;0.86;0.19;68.9;86.7;77.5;38.4;-1.2;30.9;1.48;2.38;2.57;5.38;55.38;0.52;52.4;1.59;0.14;45.2;1.24;27.4;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-0.19999999999999996;29.0;42.1;12.14;12.0;4.24;563.67;227.57;0.62;2.05;0.76;0.29;2.76;1.3;7.48;1.33;1.38;1.33;-26.2;-1.24
Timothy Castagne;Leicester City;DF;26;16;1273;0;0;0;0.1;0.4;0.0;0.0;0.0;0.0;0.03;Premier League;1;0.07;0.00;79.5;86.1;80.8;60.5;-0.4;27.5;0.69;2.19;1.56;3.88;54.88;0.69;78.6;0.99;0.07;75.6;1.38;23.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;35.12;44.19;18.12;13.38;3.06;588.81;219.81;0.38;1.75;0.44;0.06;2.44;1.48;7.0;0.62;0.56;1.94;-23.5;-1.48
Craig Cathcart;Watford;DF;32;17;1463;0;0;1;0.1;0.0;0.0;0.0;0.06;0.0;0.0;Premier League;1;0.06;0.00;78.5;89.4;84.5;62.7;1.0;29.0;0.53;2.18;1.35;2.41;41.88;0.0;0.0;0.25;0.00;59.4;0.82;32.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;25.53;32.53;6.94;12.82;5.65;586.71;177.24;0.06;1.76;0.18;0.06;1.59;1.91;8.71;0.76;0.24;2.41;-32.3;-1.91
Edinson Cavani;Manchester Utd;FW;34;10;537;2;2;1;2.4;1.1;0.34;0.34;0.17;0.4;0.19;Premier League;14;2.35;0.50;79.1;88.2;66.7;57.1;-0.1;35.6;0.2;0.6;0.7;1.1;20.6;0.4;100.0;1.01;0.34;25.0;1.50;7.2;0;0;0;0;0;0;0.0;0;0.0;0.0;1.5;-0.3999999999999999;12.1;15.3;8.2;2.6;0.8;178.2;22.3;0.4;0.3;0.1;0.0;0.5;0.72;2.3;0.4;0.4;0.3;-4.800000000000001;-0.31999999999999995
Trevoh Chalobah;Chelsea;DF;22;14;909;2;2;0;0.6;0.0;0.2;0.2;0.0;0.06;0.0;Premier League;4;0.40;0.30;90.2;93.1;93.3;74.4;0.0;36.0;1.0;1.07;1.93;3.64;56.79;0.57;80.0;0.30;0.00;56.8;2.14;9.6;0;0;0;0;0;0;0.0;0;0.0;0.0;1.5;1.4;43.36;48.07;17.36;21.0;4.79;808.5;245.36;0.0;4.64;0.21;0.0;2.36;0.69;7.07;1.07;0.79;1.5;-9.0;-0.6299999999999999
Calum Chambers;Arsenal;DF;27;2;170;0;0;0;0.1;0.1;0.0;0.0;0.0;0.05;0.03;Premier League;2;1.06;0.00;82.7;92.1;85.7;58.8;-0.1;20.8;0.5;5.5;1.5;2.5;61.0;0.0;0;0.53;0.00;60.0;0.00;5.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;40.5;49.0;17.5;18.0;5.0;749.5;245.0;0.5;2.5;0.5;0.5;4.5;2.55;7.0;0.5;0.5;1.5;-5.0;-2.5
Ben Chilwell;Chelsea;DF;25;6;540;3;3;1;1.2;0.9;0.5;0.5;0.17;0.19;0.15;Premier League;13;2.17;1.00;77.3;91.8;83.2;34.0;0.1;33.7;0.83;1.67;1.0;2.67;70.33;0.33;40.0;3.50;0.17;42.1;2.67;4.7;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;1.8;44.17;57.17;22.33;18.17;2.67;701.0;192.33;1.67;1.17;1.0;0.17;2.17;0.78;7.0;1.67;3.0;1.33;-3.5;-0.5900000000000001
Hamza Choudhury;Leicester City;MF,DF;24;4;224;0;0;0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;Premier League;1;0.40;0.00;82.9;86.5;87.8;73.7;0.0;13.5;0.25;1.25;3.0;4.75;39.25;0.25;50.0;0.40;0.00;90.0;1.00;7.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;24.25;29.25;11.25;9.0;3.5;441.0;97.5;0.0;0.5;0.0;0.0;0.75;1.77;4.5;1.25;1.75;2.25;-7.1;-1.76
Andreas Christensen;Chelsea;DF;25;13;1001;0;0;0;0.3;0.1;0.0;0.0;0.0;0.03;0.01;Premier League;3;0.27;0.00;90.6;92.9;92.5;84.2;-0.1;36.4;0.69;1.77;3.31;4.08;70.62;0.31;100.0;0.36;0.00;61.3;2.08;11.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;55.08;60.77;18.15;26.69;9.46;1129.69;330.23;0.23;4.77;0.38;0.0;3.62;0.92;9.15;0.77;0.38;3.54;-11.6;-0.89
Carney Chukwuemeka;Aston Villa;MF,FW;18;7;156;0;0;1;0.4;1.0;0.0;0.0;0.58;0.25;0.57;Premier League;2;1.15;0.58;76.8;80.0;86.4;100.0;0.0;21.3;0.0;0.29;0.43;0.57;11.14;0.29;28.6;1.15;0.58;20.0;1.57;2.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;6.14;8.0;2.86;2.71;0.43;98.43;9.14;0.29;0.14;0.0;0.0;0.0;0.41;2.29;0.0;0.71;0.29;-2.5;-0.15999999999999998
Ciaran Clark;Newcastle Utd;DF;32;13;1014;0;0;1;0.8;0.3;0.0;0.0;0.09;0.07;0.03;Premier League;7;0.62;0.09;79.2;87.3;88.1;48.5;0.7;35.5;1.0;1.08;1.08;2.38;34.31;0.23;75.0;0.44;0.09;69.4;0.69;20.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.8;21.08;26.62;6.85;11.38;2.46;407.23;121.54;0.31;0.92;0.08;0.08;1.15;1.59;6.54;0.46;0.54;2.62;-19.9;-1.52
Tom Cleverley;Watford;MF;32;15;798;0;0;2;0.4;1.4;0.0;0.0;0.23;0.04;0.15;Premier League;6;0.68;0.34;73.0;83.7;82.5;44.3;0.6;33.3;0.8;0.8;0.6;1.73;27.67;0.0;0.0;3.16;0.34;25.0;0.73;14.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;16.8;23.0;7.53;6.27;2.33;301.6;95.07;1.0;1.67;0.6;0.27;1.6;0.93;5.0;1.33;0.67;0.53;-13.6;-0.89
Nathaniel Clyne;Crystal Palace;DF;30;2;91;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;67.4;94.1;66.7;14.3;0.0;44.4;0.5;1.0;1.0;2.5;27.0;0.0;0;0.00;0.00;50.0;1.50;1.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;14.5;21.5;8.0;6.0;0.5;228.0;128.0;0.0;0.5;0.0;0.0;0.0;0.55;3.5;0.5;0.0;0.5;-1.1;-0.55
Conor Coady;Wolves;DF;28;21;1886;2;2;0;1.6;0.0;0.1;0.1;0.0;0.08;0.0;Premier League;7;0.33;0.10;87.9;93.0;94.3;78.0;0.0;39.4;0.57;1.62;0.95;1.81;47.95;0.05;100.0;0.19;0.00;54.8;1.62;27.1;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.3999999999999999;35.19;40.05;5.05;19.86;10.14;911.14;272.71;0.0;1.33;0.1;0.0;0.95;1.29;5.86;0.43;0.1;1.1;-25.5;-1.21
Séamus Coleman;Everton;DF;33;15;1313;0;0;0;0.2;0.9;0.0;0.0;0.0;0.01;0.06;Premier League;5;0.34;0.00;73.6;86.6;73.9;49.6;-0.9;35.6;1.47;1.6;1.87;4.67;58.67;0.8;46.2;1.58;0.21;52.9;0.93;21.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;34.87;47.4;16.0;14.13;4.2;622.67;307.73;0.47;4.0;1.07;0.47;3.47;1.45;9.13;0.6;0.67;1.2;-21.6;-1.44
Nathan Collins;Burnley;DF;20;5;450;0;0;0;0.1;0.4;0.0;0.0;0.0;0.01;0.09;Premier League;1;0.20;0.00;72.2;86.4;81.0;52.1;-0.4;40.9;1.8;3.2;2.4;4.8;45.2;0.0;0.0;0.60;0.00;62.2;0.60;6.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;23.4;32.4;7.6;10.2;5.0;504.2;186.6;0.6;1.8;0.2;0.0;1.6;1.22;14.2;1.2;1.0;4.6;-6.0;-1.21
Aaron Connolly;Brighton;FW;21;4;156;0;0;0;0.5;0.4;0.0;0.0;0.0;0.26;0.2;Premier League;2;1.15;0.00;83.3;81.8;85.7;0;-0.4;18.5;0.0;0.5;0.0;0.0;8.5;0.0;0.0;1.15;0.00;0.0;1.25;2.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;3.75;4.5;2.25;1.5;0.0;53.0;2.5;0.25;0.0;0.0;0.0;0.0;0.62;1.75;0.25;1.75;0.0;-2.0;-0.36
Liam Cooper;Leeds United;DF;30;15;1274;0;0;1;0.2;0.0;0.0;0.0;0.07;0.02;0.0;Premier League;4;0.28;0.00;87.5;92.2;95.3;66.7;1.0;36.1;0.87;1.73;1.73;3.67;67.87;0.2;100.0;0.49;0.14;67.8;1.07;22.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;49.4;56.47;12.53;28.33;8.27;1090.6;324.93;0.13;2.13;0.0;0.0;2.27;1.53;10.4;0.87;0.6;4.07;-22.7;-1.51
Jack Cork;Burnley;MF;32;8;641;0;0;0;0.1;0.0;0.0;0.0;0.0;0.01;0.0;Premier League;3;0.42;0.00;70.6;74.8;72.0;60.9;0.0;30.4;0.5;1.5;1.5;2.62;31.62;0.75;75.0;0.56;0.00;50.0;0.38;12.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;16.5;23.38;9.62;4.5;1.75;262.25;61.0;0.12;1.38;0.12;0.0;1.12;1.5;9.62;2.38;0.25;1.75;-11.9;-1.49
Maxwel Cornet;Burnley;FW,MF;25;10;607;6;6;0;2.0;0.5;0.89;0.89;0.0;0.29;0.08;Premier League;17;2.52;1.48;62.6;69.9;70.7;37.5;-0.5;27.7;0.6;0.2;0.5;1.3;21.9;0.6;46.2;1.33;0.30;39.5;0.80;10.8;0;0;0;0;0;0;0.0;0;0.0;0.0;1.67;4.0;8.7;13.9;5.1;2.9;0.6;135.3;32.0;0.5;0.3;0.6;0.2;1.1;1.08;3.7;0.8;0.8;1.7;-8.8;-0.79
Hélder Costa;Leeds United;MF;28;1;22;0;0;0;0.0;0.0;0.0;0.0;0.0;0.11;0.0;Premier League;1;4.09;0.00;100.0;100.0;100.0;0;0.0;22.2;0.0;0.0;0.0;0.0;6.0;0.0;0;0.00;0.00;0.0;0.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;4.0;4.0;3.0;1.0;0.0;65.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.11
Vladimír Coufal;West Ham;DF;29;20;1523;0;0;3;0.5;2.0;0.0;0.0;0.18;0.03;0.12;Premier League;10;0.59;0.24;67.9;82.3;73.6;33.1;1.0;28.2;0.9;1.8;1.15;2.9;56.8;0.5;58.8;2.19;0.30;45.6;1.55;21.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;32.5;47.85;14.65;14.65;2.6;557.75;279.2;0.7;2.2;1.15;0.55;3.75;1.08;10.05;1.0;0.8;1.3;-21.1;-1.05
Philippe Coutinho;Aston Villa;FW;29;2;96;1;1;0;1.0;0.0;0.94;0.94;0.0;0.94;0.05;Premier League;4;3.75;2.81;64.7;75.0;85.7;50.0;0.0;42.9;0.5;0.5;0.0;0.5;25.0;0.0;0.0;1.87;0.94;25.0;2.00;1.1;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.0;11.0;17.0;7.5;3.0;0.5;156.5;29.0;0.5;0.5;0.5;0.0;0.5;0.55;3.5;0.5;0.0;1.0;-0.10000000000000009;0.3899999999999999
Aaron Cresswell;West Ham;DF;32;16;1410;1;1;2;0.4;2.1;0.06;0.06;0.13;0.03;0.13;Premier League;9;0.57;0.13;79.2;92.6;87.2;46.7;-0.1;36.4;0.62;1.38;1.56;2.69;74.62;0.12;20.0;2.23;0.26;68.6;1.63;18.8;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.6;53.06;67.0;22.81;23.38;6.12;974.75;423.62;1.5;4.0;1.0;0.38;5.88;1.18;8.31;0.69;0.38;1.5;-18.400000000000002;-1.15
Charlie Cresswell;Leeds United;DF;19;4;95;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;75.7;92.9;93.5;44.0;0.0;19.0;0.5;0.25;0.75;1.75;21.0;0.25;100.0;0.00;0.00;57.1;1.00;2.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;13.25;17.5;3.25;7.25;2.75;294.5;93.5;0.0;0.75;0.0;0.0;1.0;0.65;2.25;0.25;0.5;1.0;-2.6;-0.65
Cucho;Watford;MF,FW;22;16;695;2;2;1;1.3;1.3;0.26;0.26;0.13;0.16;0.17;Premier League;21;2.72;0.65;63.6;73.3;69.8;47.2;-0.3;22.6;0.12;0.62;0.38;0.69;22.0;1.0;61.5;3.76;0.52;46.4;0.63;17.2;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;0.7;10.38;16.31;4.62;3.75;1.56;190.38;76.81;1.0;0.75;0.69;0.38;1.44;1.07;3.88;0.69;0.69;1.62;-15.899999999999999;-0.91
Marc Cucurella;Brighton;DF;23;19;1649;0;0;1;0.3;1.9;0.0;0.0;0.05;0.02;0.1;Premier League;9;0.49;0.05;82.2;91.8;85.5;56.6;-0.9;33.4;1.42;2.16;1.58;3.89;74.37;1.0;63.3;2.35;0.05;52.7;1.26;22.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;52.89;64.37;28.11;19.21;4.53;869.26;309.58;1.42;3.37;1.42;0.63;4.89;1.19;9.63;0.79;0.84;1.53;-22.4;-1.17
Luke Cundle;Wolves;MF;19;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.00;0.00;0;3.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Patson Daka;Leicester City;FW,MF;23;9;453;4;4;3;3.2;1.4;0.79;0.79;0.6;0.64;0.28;Premier League;14;2.78;1.59;76.7;79.2;75.9;66.7;1.6;36.6;0.33;0.44;0.11;0.78;18.22;0.11;11.1;2.19;0.99;36.4;1.22;8.1;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.7999999999999998;7.67;10.0;4.67;2.44;0.22;108.0;27.67;0.44;0.33;0.44;0.0;1.22;0.9;3.11;0.67;0.56;1.33;-4.8999999999999995;-0.26
Stuart Dallas;Leeds United;DF,MF;30;21;1877;1;1;1;1.5;1.8;0.05;0.05;0.05;0.07;0.09;Premier League;23;1.10;0.29;78.9;89.7;86.0;51.6;-0.8;29.3;1.19;1.81;2.29;5.0;59.62;0.48;52.6;2.21;0.14;47.8;1.05;37.3;0;0;0;0;0;0;0.0;0;0.0;0.0;6.0;-0.5;37.86;47.95;17.76;14.86;4.57;693.95;238.62;1.19;3.52;0.76;0.29;3.24;1.78;8.29;1.05;1.24;1.05;-35.8;-1.71
Diogo Dalot;Manchester Utd;DF;22;12;733;0;0;0;0.3;0.3;0.0;0.0;0.0;0.04;0.04;Premier League;6;0.74;0.25;77.1;83.7;83.1;58.5;-0.3;36.4;0.83;0.67;1.83;3.5;46.58;0.5;40.0;2.33;0.37;60.6;1.92;10.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;29.42;38.17;11.58;13.08;4.58;592.42;221.17;0.58;2.08;1.08;0.42;3.17;0.88;6.58;0.92;0.17;1.67;-10.2;-0.84
Karl Darlow;Newcastle Utd;GK;31;8;720;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;60.1;100.0;97.6;49.2;0.0;0;0.0;0.0;0.0;0.0;33.62;0.0;0;0.00;0.00;0;0.63;11.9;1;10.6;0.24;-3.4;15;1.87;64.9;0.0;4.62;2.47;0.0;0.0;19.0;31.62;1.88;5.12;12.0;838.38;573.12;0.0;1.25;0.0;0.0;0.0;1.49;3.88;0.12;0.25;0.0;-11.9;-1.49
Ben Davies;Tottenham;DF;28;11;931;0;0;1;1.1;0.5;0.0;0.0;0.1;0.11;0.04;Premier League;8;0.77;0.19;80.9;88.8;86.1;55.7;0.5;34.7;0.82;1.27;1.18;2.82;58.0;0.0;0.0;1.06;0.19;58.3;1.64;10.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.1;40.55;50.09;15.18;21.45;3.55;756.64;268.0;0.45;3.64;0.82;0.09;4.55;0.97;7.45;1.36;0.91;2.55;-9.6;-0.86
Tom Davies;Everton;MF;23;5;158;1;1;0;0.9;0.0;0.57;0.57;0.0;0.52;0.0;Premier League;6;3.42;1.14;78.0;95.5;82.6;50.0;0.0;30.0;0.4;0.6;0.8;1.6;17.4;0.0;0;2.28;0.00;66.7;1.00;3.9;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.09999999999999998;9.2;11.8;4.2;3.8;0.6;146.0;34.8;0.0;0.4;0.2;0.0;1.4;0.78;2.2;0.4;0.6;0.8;-3.0;-0.26
Keinan Davis;Aston Villa;FW;23;1;12;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;100.0;100.0;100.0;0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0;0.00;0.00;0.0;0.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;2.0;0.0;49.0;30.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
Craig Dawson;West Ham;DF;31;20;1523;0;0;1;1.5;0.5;0.0;0.0;0.06;0.09;0.03;Premier League;16;0.95;0.18;81.1;91.7;88.2;65.3;0.5;35.9;0.45;1.6;1.0;1.8;41.35;0.1;100.0;0.35;0.06;67.0;1.70;23.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.5;26.9;33.15;7.2;13.05;6.4;624.8;205.1;0.15;2.7;0.05;0.0;1.65;1.17;7.4;1.25;0.4;3.25;-21.9;-1.0799999999999998
Kevin De Bruyne;Manchester City;MF;30;17;1097;6;6;2;3.0;4.4;0.49;0.49;0.16;0.25;0.36;Premier League;44;3.61;1.15;75.8;87.1;79.7;52.2;-2.4;29.6;0.47;1.35;0.24;1.06;54.88;1.06;64.3;5.66;0.41;25.0;2.29;10.3;0;0;0;0;0;0;0.0;0;0.0;0.0;2.33;3.0;34.65;45.71;15.53;14.53;4.18;638.59;164.88;2.47;3.35;1.82;0.24;4.65;0.61;5.47;0.41;1.06;0.24;-7.300000000000001;-0.36
Troy Deeney;Watford;FW;33;2;25;0;0;0;0.4;0.1;0.0;0.0;0.0;1.45;0.32;Premier League;2;7.20;0.00;50.0;50.0;100.0;0;-0.1;28.6;0.0;0.0;0.0;0.0;5.5;0.0;0;3.60;0.00;57.1;1.50;1.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;1.5;3.0;1.0;0.5;0.0;19.0;8.0;0.5;0.5;0.0;0.0;0.5;0.7;0.0;0.0;0.0;2.0;-0.9999999999999999;0.75
Fabian Delph;Everton;MF;32;6;249;0;0;0;0.0;0.0;0.0;0.0;0.0;0.01;0.02;Premier League;1;0.36;0.00;84.8;92.6;84.6;79.3;0.0;24.2;1.17;0.5;2.17;4.0;26.83;0.67;80.0;0.72;0.00;0.0;0.33;4.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;17.67;20.83;8.33;5.5;3.83;375.0;97.33;0.17;2.0;0.17;0.0;2.17;0.77;5.0;0.83;0.33;0.0;-4.6;-0.76
Leander Dendoncker;Wolves;MF;26;17;879;0;0;1;0.6;0.8;0.0;0.0;0.1;0.07;0.08;Premier League;8;0.82;0.31;86.8;87.9;90.4;85.7;0.2;29.4;0.65;1.76;0.82;2.06;27.94;0.12;40.0;1.13;0.31;55.0;1.82;14.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.6;18.65;21.47;8.94;7.18;2.12;328.06;71.88;0.35;0.76;0.12;0.0;1.12;0.82;5.35;0.76;0.24;1.29;-13.4;-0.75
Emmanuel Dennis;Watford;FW,MF;24;19;1463;8;8;5;4.4;2.2;0.49;0.49;0.31;0.27;0.13;Premier League;38;2.34;1.23;65.3;77.8;60.6;46.7;2.8;23.5;0.89;1.0;0.53;2.05;32.89;1.84;41.2;3.20;0.49;40.0;0.74;28.3;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;3.5999999999999996;12.37;18.95;8.11;3.0;0.74;171.0;50.68;1.05;0.68;0.63;0.16;1.53;1.49;4.79;2.58;1.42;2.0;-23.9;-1.22
Kiernan Dewsbury Hall;Leicester City;MF;23;11;615;0;0;2;0.7;1.0;0.0;0.0;0.29;0.1;0.15;Premier League;8;1.17;0.15;78.9;90.1;78.2;46.8;1.0;24.8;1.27;1.36;1.55;3.18;44.0;0.82;75.0;3.07;0.15;28.6;1.36;13.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.7;27.18;34.45;14.91;9.45;2.0;420.55;107.0;1.0;2.0;0.64;0.18;2.27;1.23;7.18;1.09;0.91;0.36;-12.8;-1.13
